Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tin Ore
appliedenergistics2:facade:0, Cable Facade - Nether Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lead Ore
appliedenergistics2:facade:0, Cable Facade - Nether Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Mana Infused Nether Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Scaffolding
appliedenergistics2:facade:0, Cable Facade - Space (0 ~ Negative Space)
appliedenergistics2:facade:0, Cable Facade - Space (1 ~ Natural Air)
appliedenergistics2:facade:0, Cable Facade - Space (2)
appliedenergistics2:facade:0, Cable Facade - Space (3)
appliedenergistics2:facade:0, Cable Facade - Space (4)
appliedenergistics2:facade:0, Cable Facade - Space (5)
appliedenergistics2:facade:0, Cable Facade - Space (6)
appliedenergistics2:facade:0, Cable Facade - Space (7)
appliedenergistics2:facade:0, Cable Facade - Space (8)
appliedenergistics2:facade:0, Cable Facade - Space (9)
appliedenergistics2:facade:0, Cable Facade - Space (10)
appliedenergistics2:facade:0, Cable Facade - Space (11)
appliedenergistics2:facade:0, Cable Facade - Space (12)
appliedenergistics2:facade:0, Cable Facade - Space (13)
appliedenergistics2:facade:0, Cable Facade - Space (14)
appliedenergistics2:facade:0, Cable Facade - Space (15)
appliedenergistics2:facade:0, Cable Facade - Solid (0 ~ Natural Floor)
appliedenergistics2:facade:0, Cable Facade - Solid (1 ~ Barrier)
appliedenergistics2:facade:0, Cable Facade - Solid (2)
appliedenergistics2:facade:0, Cable Facade - Solid (3)
appliedenergistics2:facade:0, Cable Facade - Solid (4)
appliedenergistics2:facade:0, Cable Facade - Solid (5)
appliedenergistics2:facade:0, Cable Facade - Solid (6)
appliedenergistics2:facade:0, Cable Facade - Solid (7)
appliedenergistics2:facade:0, Cable Facade - Solid (8)
appliedenergistics2:facade:0, Cable Facade - Solid (9)
appliedenergistics2:facade:0, Cable Facade - Solid (10)
appliedenergistics2:facade:0, Cable Facade - Solid (11)
appliedenergistics2:facade:0, Cable Facade - Solid (12)
appliedenergistics2:facade:0, Cable Facade - Solid (13)
appliedenergistics2:facade:0, Cable Facade - Solid (14)
appliedenergistics2:facade:0, Cable Facade - Solid (15)
appliedenergistics2:facade:0, Cable Facade - Machine Structure
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Structure
appliedenergistics2:facade:0, Cable Facade - Motor
appliedenergistics2:facade:0, Cable Facade - Advanced Motor
appliedenergistics2:facade:0, Cable Facade - Enhanced Motor
appliedenergistics2:facade:0, Cable Facade - Elite Motor
appliedenergistics2:facade:0, Cable Facade - material.Dilithium.name Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rutile Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Iridium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Iridium Block
appliedenergistics2:facade:0, Cable Facade - Gold Coil
appliedenergistics2:facade:0, Cable Facade - Copper Coil
appliedenergistics2:facade:0, Cable Facade - Titanium Coil
appliedenergistics2:facade:0, Cable Facade - Aluminum Coil
appliedenergistics2:facade:0, Cable Facade - Iridium Coil
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - HeatProof Brick
appliedenergistics2:facade:0, Cable Facade - Structure Tower
appliedenergistics2:facade:0, Cable Facade - Solar Panel
appliedenergistics2:facade:0, Cable Facade - Solar Array Panel
appliedenergistics2:facade:0, Cable Facade - Saw Blade Assembly
appliedenergistics2:facade:0, Cable Facade - Vacuum-Chamber High Power Laser Emitter
appliedenergistics2:facade:0, Cable Facade - Launch Pad
appliedenergistics2:facade:0, Cable Facade - Monopropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Bipropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Advanced Monopropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Advanced Bipropellant Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Nuclear Thermal Rocket Engine
appliedenergistics2:facade:0, Cable Facade - Monopropellant Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Bipropellant Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Oxidizer Fuel Tank
appliedenergistics2:facade:0, Cable Facade - Nuclear Thermal Working Fluid Tank
appliedenergistics2:facade:0, Cable Facade - Nuclear Thermal Fission Core
appliedenergistics2:facade:0, Cable Facade - Gas Intake
appliedenergistics2:facade:0, Cable Facade - Drill
appliedenergistics2:facade:0, Cable Facade - Landing Float
appliedenergistics2:facade:0, Cable Facade - Station Light
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Dark Moon Turf
appliedenergistics2:facade:0, Cable Facade - Oxidized Ferric Sand
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Geode Block
appliedenergistics2:facade:0, Cable Facade - Violet Crystal Block
appliedenergistics2:facade:0, Cable Facade - Blue Crystal Block
appliedenergistics2:facade:0, Cable Facade - Green Crystal Block
appliedenergistics2:facade:0, Cable Facade - Red Crystal Block
appliedenergistics2:facade:0, Cable Facade - Yellow Crystal Block
appliedenergistics2:facade:0, Cable Facade - Orange Crystal Block
appliedenergistics2:facade:0, Cable Facade - Vitrified Sand
appliedenergistics2:facade:0, Cable Facade - Charcoal Log
appliedenergistics2:facade:0, Cable Facade - Lightwood Wood
appliedenergistics2:facade:0, Cable Facade - Lightwood Leaves
appliedenergistics2:facade:0, Cable Facade - Lightwood planks
appliedenergistics2:facade:0, Cable Facade - Titanium Aluminide Block
appliedenergistics2:facade:0, Cable Facade - Titanium Iridium Alloy Block
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Antiblock
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Rune
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Rune
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Rune
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Rune
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Rune
appliedenergistics2:facade:0, Cable Facade - Chiseled Blood Rune
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Birch Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jungle Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Acacia Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dark Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bricks
